Unnamed: 0,Unnamed: 0.1,488_only_foci,488_overlap_foci,488_total_foci,561_only_foci,561_overlap_foci,561_total_foci,cell,filename,flagged_oof,flagged_z,im_n_cells,im_raw_cells,image,stains,cell_line,treatment,czi_id
1,1,24.0,3.0,27.0,65.0,3.0,68.0,1.0,LC3-WIPI_HEK_dVPS_Torin_10Pos_2_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,2.0,LC3-WIPI,dVPS,Torin,2
2,2,30.0,5.0,35.0,69.0,5.0,74.0,2.0,LC3-WIPI_HEK_dVPS_Torin_10Pos_2_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,2.0,LC3-WIPI,dVPS,Torin,2
3,3,50.0,29.0,79.0,98.0,29.0,127.0,1.0,LC3-WIPI_HEK_dVPS_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,3.0,3.0,LC3-WIPI,dVPS,Torin,2
4,4,29.0,8.0,37.0,74.0,9.0,83.0,2.0,LC3-WIPI_HEK_dVPS_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,3.0,3.0,LC3-WIPI,dVPS,Torin,2
5,5,30.0,6.0,36.0,108.0,6.0,114.0,1.0,LC3-WIPI_HEK_dVPS_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,3.0,4.0,4.0,LC3-WIPI,dVPS,Torin,2
6,6,30.0,5.0,35.0,40.0,5.0,45.0,2.0,LC3-WIPI_HEK_dVPS_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,3.0,4.0,4.0,LC3-WIPI,dVPS,Torin,2
7,7,18.0,2.0,20.0,52.0,2.0,54.0,3.0,LC3-WIPI_HEK_dVPS_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,3.0,4.0,4.0,LC3-WIPI,dVPS,Torin,2
8,8,33.0,4.0,37.0,58.0,4.0,62.0,1.0,LC3-WIPI_HEK_dVPS_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,3.0,5.0,LC3-WIPI,dVPS,Torin,2
9,9,37.0,8.0,45.0,87.0,8.0,95.0,2.0,LC3-WIPI_HEK_dVPS_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,3.0,5.0,LC3-WIPI,dVPS,Torin,2
10,10,20.0,2.0,22.0,52.0,2.0,54.0,1.0,LC3-WIPI_HEK_dVPS_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,6.0,LC3-WIPI,dVPS,Torin,2
11,11,24.0,6.0,30.0,55.0,3.0,58.0,2.0,LC3-WIPI_HEK_dVPS_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,6.0,LC3-WIPI,dVPS,Torin,2
12,12,12.0,5.0,17.0,39.0,5.0,44.0,1.0,LC3-WIPI_HEK_dVPS_Torin_10Pos_2_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,7.0,LC3-WIPI,dVPS,Torin,2
13,13,15.0,4.0,19.0,30.0,4.0,34.0,2.0,LC3-WIPI_HEK_dVPS_Torin_10Pos_2_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,7.0,LC3-WIPI,dVPS,Torin,2
14,14,18.0,17.0,35.0,69.0,17.0,86.0,1.0,LC3-WIPI_HEK_dVPS_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,8.0,LC3-WIPI,dVPS,Torin,2
15,15,15.0,14.0,29.0,81.0,14.0,95.0,2.0,LC3-WIPI_HEK_dVPS_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,8.0,LC3-WIPI,dVPS,Torin,2
16,16,76.0,17.0,93.0,107.0,17.0,124.0,1.0,LC3-WIPI_HEK_dVPS_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,9.0,LC3-WIPI,dVPS,Torin,2
17,17,37.0,13.0,50.0,77.0,13.0,90.0,2.0,LC3-WIPI_HEK_dVPS_Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,9.0,LC3-WIPI,dVPS,Torin,2
18,18,5.0,0.0,5.0,55.0,0.0,55.0,1.0,LC3-WIPI_HEK_dVPS_Torin_10Pos_2_AiryscanProcessing.czi,0.0,1.0,8.0,8.0,10.0,LC3-WIPI,dVPS,Torin,2
19,19,10.0,7.0,17.0,77.0,7.0,84.0,2.0,LC3-WIPI_HEK_dVPS_Torin_10Pos_2_AiryscanProcessing.czi,0.0,1.0,8.0,8.0,10.0,LC3-WIPI,dVPS,Torin,2
20,20,17.0,1.0,18.0,23.0,1.0,24.0,3.0,LC3-WIPI_HEK_dVPS_Torin_10Pos_2_AiryscanProcessing.czi,0.0,1.0,8.0,8.0,10.0,LC3-WIPI,dVPS,Torin,2
21,21,24.0,5.0,29.0,44.0,4.0,48.0,4.0,LC3-WIPI_HEK_dVPS_Torin_10Pos_2_AiryscanProcessing.czi,0.0,1.0,8.0,8.0,10.0,LC3-WIPI,dVPS,Torin,2
22,22,15.0,8.0,23.0,83.0,9.0,92.0,5.0,LC3-WIPI_HEK_dVPS_Torin_10Pos_2_AiryscanProcessing.czi,0.0,1.0,8.0,8.0,10.0,LC3-WIPI,dVPS,Torin,2
23,23,21.0,6.0,27.0,62.0,6.0,68.0,6.0,LC3-WIPI_HEK_dVPS_Torin_10Pos_2_AiryscanProcessing.czi,0.0,1.0,8.0,8.0,10.0,LC3-WIPI,dVPS,Torin,2
24,24,7.0,0.0,7.0,26.0,1.0,27.0,7.0,LC3-WIPI_HEK_dVPS_Torin_10Pos_2_AiryscanProcessing.czi,0.0,1.0,8.0,8.0,10.0,LC3-WIPI,dVPS,Torin,2
25,25,19.0,4.0,23.0,41.0,5.0,46.0,8.0,LC3-WIPI_HEK_dVPS_Torin_10Pos_2_AiryscanProcessing.czi,0.0,1.0,8.0,8.0,10.0,LC3-WIPI,dVPS,Torin,2
0,0,12.0,90.0,102.0,24.0,95.0,119.0,1.0,LC3-WIPI_HEK_dTMEM_NoTreat_9pos_2_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,1.0,LC3-WIPI,dTMEM,NoTreat,2
1,1,3.0,78.0,81.0,22.0,80.0,102.0,2.0,LC3-WIPI_HEK_dTMEM_NoTreat_9pos_2_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,1.0,LC3-WIPI,dTMEM,NoTreat,2
2,2,19.0,53.0,72.0,42.0,51.0,93.0,1.0,LC3-WIPI_HEK_dTMEM_NoTreat_9pos_2_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,2.0,LC3-WIPI,dTMEM,NoTreat,2
3,3,14.0,14.0,28.0,14.0,14.0,28.0,2.0,LC3-WIPI_HEK_dTMEM_NoTreat_9pos_2_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,2.0,LC3-WIPI,dTMEM,NoTreat,2
4,4,5.0,63.0,68.0,60.0,66.0,126.0,1.0,LC3-WIPI_HEK_dTMEM_NoTreat_9pos_2_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,3.0,LC3-WIPI,dTMEM,NoTreat,2
5,5,5.0,81.0,86.0,36.0,91.0,127.0,2.0,LC3-WIPI_HEK_dTMEM_NoTreat_9pos_2_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,3.0,LC3-WIPI,dTMEM,NoTreat,2
6,6,2.0,27.0,29.0,23.0,26.0,49.0,1.0,LC3-WIPI_HEK_dTMEM_NoTreat_9pos_2_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,4.0,LC3-WIPI,dTMEM,NoTreat,2
7,7,0.0,30.0,30.0,18.0,32.0,50.0,2.0,LC3-WIPI_HEK_dTMEM_NoTreat_9pos_2_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,4.0,LC3-WIPI,dTMEM,NoTreat,2
8,8,9.0,55.0,64.0,34.0,59.0,93.0,1.0,LC3-WIPI_HEK_dTMEM_NoTreat_9pos_2_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,5.0,LC3-WIPI,dTMEM,NoTreat,2
9,9,8.0,64.0,72.0,40.0,62.0,102.0,2.0,LC3-WIPI_HEK_dTMEM_NoTreat_9pos_2_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,5.0,LC3-WIPI,dTMEM,NoTreat,2
10,10,6.0,94.0,100.0,31.0,96.0,127.0,1.0,LC3-WIPI_HEK_dTMEM_NoTreat_9pos_2_AiryscanProcessing.czi,0.0,0.0,3.0,3.0,6.0,LC3-WIPI,dTMEM,NoTreat,2
11,11,0.0,21.0,21.0,2.0,21.0,23.0,2.0,LC3-WIPI_HEK_dTMEM_NoTreat_9pos_2_AiryscanProcessing.czi,0.0,0.0,3.0,3.0,6.0,LC3-WIPI,dTMEM,NoTreat,2
12,12,1.0,37.0,38.0,15.0,39.0,54.0,3.0,LC3-WIPI_HEK_dTMEM_NoTreat_9pos_2_AiryscanProcessing.czi,0.0,0.0,3.0,3.0,6.0,LC3-WIPI,dTMEM,NoTreat,2
13,13,6.0,86.0,92.0,42.0,86.0,128.0,1.0,LC3-WIPI_HEK_dTMEM_NoTreat_9pos_2_AiryscanProcessing.czi,0.0,0.0,3.0,3.0,7.0,LC3-WIPI,dTMEM,NoTreat,2
14,14,10.0,121.0,131.0,35.0,118.0,153.0,2.0,LC3-WIPI_HEK_dTMEM_NoTreat_9pos_2_AiryscanProcessing.czi,0.0,0.0,3.0,3.0,7.0,LC3-WIPI,dTMEM,NoTreat,2
15,15,4.0,52.0,56.0,17.0,49.0,66.0,3.0,LC3-WIPI_HEK_dTMEM_NoTreat_9pos_2_AiryscanProcessing.czi,0.0,0.0,3.0,3.0,7.0,LC3-WIPI,dTMEM,NoTreat,2
16,16,9.0,66.0,75.0,19.0,70.0,89.0,1.0,LC3-WIPI_HEK_dTMEM_NoTreat_9pos_2_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,8.0,LC3-WIPI,dTMEM,NoTreat,2
17,17,16.0,71.0,87.0,15.0,74.0,89.0,2.0,LC3-WIPI_HEK_dTMEM_NoTreat_9pos_2_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,8.0,LC3-WIPI,dTMEM,NoTreat,2
18,18,5.0,76.0,81.0,15.0,78.0,93.0,1.0,LC3-WIPI_HEK_dTMEM_NoTreat_9pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,9.0,LC3-WIPI,dTMEM,NoTreat,2
19,19,2.0,63.0,65.0,22.0,60.0,82.0,2.0,LC3-WIPI_HEK_dTMEM_NoTreat_9pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,9.0,LC3-WIPI,dTMEM,NoTreat,2
0,0,2.0,83.0,85.0,46.0,89.0,135.0,1.0,LC3-WIPI_HEK_dTMEM_NoTreat_10pos_1_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,1.0,LC3-WIPI,dTMEM,NoTreat,1
1,1,19.0,95.0,114.0,41.0,106.0,147.0,2.0,LC3-WIPI_HEK_dTMEM_NoTreat_10pos_1_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,1.0,LC3-WIPI,dTMEM,NoTreat,1
2,2,6.0,61.0,67.0,35.0,62.0,97.0,1.0,LC3-WIPI_HEK_dTMEM_NoTreat_10pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,3.0,2.0,LC3-WIPI,dTMEM,NoTreat,1
3,3,4.0,69.0,73.0,45.0,66.0,111.0,2.0,LC3-WIPI_HEK_dTMEM_NoTreat_10pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,3.0,2.0,LC3-WIPI,dTMEM,NoTreat,1
4,4,5.0,83.0,88.0,25.0,87.0,112.0,1.0,LC3-WIPI_HEK_dTMEM_NoTreat_10pos_1_AiryscanProcessing.czi,0.0,1.0,2.0,3.0,3.0,LC3-WIPI,dTMEM,NoTreat,1
5,5,5.0,91.0,96.0,37.0,93.0,130.0,2.0,LC3-WIPI_HEK_dTMEM_NoTreat_10pos_1_AiryscanProcessing.czi,0.0,1.0,2.0,3.0,3.0,LC3-WIPI,dTMEM,NoTreat,1
6,6,14.0,42.0,56.0,31.0,39.0,70.0,1.0,LC3-WIPI_HEK_dTMEM_NoTreat_10pos_1_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,4.0,LC3-WIPI,dTMEM,NoTreat,1
7,7,7.0,66.0,73.0,64.0,65.0,129.0,2.0,LC3-WIPI_HEK_dTMEM_NoTreat_10pos_1_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,4.0,LC3-WIPI,dTMEM,NoTreat,1
8,8,10.0,75.0,85.0,62.0,75.0,137.0,1.0,LC3-WIPI_HEK_dTMEM_NoTreat_10pos_1_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,5.0,LC3-WIPI,dTMEM,NoTreat,1
9,9,7.0,71.0,78.0,59.0,72.0,131.0,2.0,LC3-WIPI_HEK_dTMEM_NoTreat_10pos_1_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,5.0,LC3-WIPI,dTMEM,NoTreat,1
10,10,6.0,78.0,84.0,48.0,79.0,127.0,1.0,LC3-WIPI_HEK_dTMEM_NoTreat_10pos_1_AiryscanProcessing.czi,0.0,1.0,2.0,4.0,6.0,LC3-WIPI,dTMEM,NoTreat,1
11,11,5.0,91.0,96.0,57.0,91.0,148.0,2.0,LC3-WIPI_HEK_dTMEM_NoTreat_10pos_1_AiryscanProcessing.czi,0.0,1.0,2.0,4.0,6.0,LC3-WIPI,dTMEM,NoTreat,1
12,12,15.0,103.0,118.0,76.0,107.0,183.0,1.0,LC3-WIPI_HEK_dTMEM_NoTreat_10pos_1_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,7.0,LC3-WIPI,dTMEM,NoTreat,1
13,13,6.0,76.0,82.0,82.0,83.0,165.0,2.0,LC3-WIPI_HEK_dTMEM_NoTreat_10pos_1_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,7.0,LC3-WIPI,dTMEM,NoTreat,1
14,14,1.0,50.0,51.0,16.0,54.0,70.0,1.0,LC3-WIPI_HEK_dTMEM_NoTreat_10pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,8.0,LC3-WIPI,dTMEM,NoTreat,1
15,15,4.0,74.0,78.0,24.0,70.0,94.0,2.0,LC3-WIPI_HEK_dTMEM_NoTreat_10pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,8.0,LC3-WIPI,dTMEM,NoTreat,1
16,16,8.0,61.0,69.0,30.0,60.0,90.0,1.0,LC3-WIPI_HEK_dTMEM_NoTreat_10pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,9.0,LC3-WIPI,dTMEM,NoTreat,1
17,17,19.0,75.0,94.0,39.0,78.0,117.0,2.0,LC3-WIPI_HEK_dTMEM_NoTreat_10pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,9.0,LC3-WIPI,dTMEM,NoTreat,1
18,18,6.0,78.0,84.0,23.0,82.0,105.0,1.0,LC3-WIPI_HEK_dTMEM_NoTreat_10pos_1_AiryscanProcessing.czi,0.0,0.0,3.0,3.0,10.0,LC3-WIPI,dTMEM,NoTreat,1
19,19,8.0,68.0,76.0,30.0,72.0,102.0,2.0,LC3-WIPI_HEK_dTMEM_NoTreat_10pos_1_AiryscanProcessing.czi,0.0,0.0,3.0,3.0,10.0,LC3-WIPI,dTMEM,NoTreat,1
20,20,14.0,55.0,69.0,38.0,55.0,93.0,3.0,LC3-WIPI_HEK_dTMEM_NoTreat_10pos_1_AiryscanProcessing.czi,0.0,0.0,3.0,3.0,10.0,LC3-WIPI,dTMEM,NoTreat,1
0,0,20.0,0.0,20.0,12.0,0.0,12.0,1.0,LC3-WIPI_HEK_dTMEM+dFIP200_NoTreat_10pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,2.0,LC3-WIPI,dTMEM+dFIP200,NoTreat,2
1,1,34.0,0.0,34.0,14.0,0.0,14.0,2.0,LC3-WIPI_HEK_dTMEM+dFIP200_NoTreat_10pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,2.0,LC3-WIPI,dTMEM+dFIP200,NoTreat,2
2,2,23.0,0.0,23.0,10.0,0.0,10.0,1.0,LC3-WIPI_HEK_dTMEM+dFIP200_NoTreat_10pos_2_AiryscanProcessing.czi,1.0,0.0,5.0,5.0,3.0,LC3-WIPI,dTMEM+dFIP200,NoTreat,2
3,3,15.0,0.0,15.0,1.0,0.0,1.0,2.0,LC3-WIPI_HEK_dTMEM+dFIP200_NoTreat_10pos_2_AiryscanProcessing.czi,1.0,0.0,5.0,5.0,3.0,LC3-WIPI,dTMEM+dFIP200,NoTreat,2
4,4,14.0,0.0,14.0,2.0,0.0,2.0,3.0,LC3-WIPI_HEK_dTMEM+dFIP200_NoTreat_10pos_2_AiryscanProcessing.czi,1.0,0.0,5.0,5.0,3.0,LC3-WIPI,dTMEM+dFIP200,NoTreat,2
5,5,33.0,0.0,33.0,4.0,0.0,4.0,4.0,LC3-WIPI_HEK_dTMEM+dFIP200_NoTreat_10pos_2_AiryscanProcessing.czi,1.0,0.0,5.0,5.0,3.0,LC3-WIPI,dTMEM+dFIP200,NoTreat,2
6,6,11.0,0.0,11.0,0.0,0.0,0.0,5.0,LC3-WIPI_HEK_dTMEM+dFIP200_NoTreat_10pos_2_AiryscanProcessing.czi,1.0,0.0,5.0,5.0,3.0,LC3-WIPI,dTMEM+dFIP200,NoTreat,2
7,7,31.0,0.0,31.0,8.0,0.0,8.0,1.0,LC3-WIPI_HEK_dTMEM+dFIP200_NoTreat_10pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,5.0,LC3-WIPI,dTMEM+dFIP200,NoTreat,2
8,8,14.0,0.0,14.0,3.0,0.0,3.0,2.0,LC3-WIPI_HEK_dTMEM+dFIP200_NoTreat_10pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,5.0,LC3-WIPI,dTMEM+dFIP200,NoTreat,2
9,9,12.0,0.0,12.0,0.0,0.0,0.0,1.0,LC3-WIPI_HEK_dTMEM+dFIP200_NoTreat_10pos_2_AiryscanProcessing.czi,1.0,1.0,3.0,3.0,6.0,LC3-WIPI,dTMEM+dFIP200,NoTreat,2
10,10,16.0,0.0,16.0,2.0,0.0,2.0,2.0,LC3-WIPI_HEK_dTMEM+dFIP200_NoTreat_10pos_2_AiryscanProcessing.czi,1.0,1.0,3.0,3.0,6.0,LC3-WIPI,dTMEM+dFIP200,NoTreat,2
11,11,5.0,0.0,5.0,3.0,0.0,3.0,3.0,LC3-WIPI_HEK_dTMEM+dFIP200_NoTreat_10pos_2_AiryscanProcessing.czi,1.0,1.0,3.0,3.0,6.0,LC3-WIPI,dTMEM+dFIP200,NoTreat,2
12,12,34.0,0.0,34.0,9.0,0.0,9.0,1.0,LC3-WIPI_HEK_dTMEM+dFIP200_NoTreat_10pos_2_AiryscanProcessing.czi,1.0,0.0,3.0,3.0,7.0,LC3-WIPI,dTMEM+dFIP200,NoTreat,2
13,13,29.0,0.0,29.0,1.0,0.0,1.0,2.0,LC3-WIPI_HEK_dTMEM+dFIP200_NoTreat_10pos_2_AiryscanProcessing.czi,1.0,0.0,3.0,3.0,7.0,LC3-WIPI,dTMEM+dFIP200,NoTreat,2
14,14,51.0,0.0,51.0,26.0,0.0,26.0,3.0,LC3-WIPI_HEK_dTMEM+dFIP200_NoTreat_10pos_2_AiryscanProcessing.czi,1.0,0.0,3.0,3.0,7.0,LC3-WIPI,dTMEM+dFIP200,NoTreat,2
15,15,5.0,0.0,5.0,5.0,0.0,5.0,1.0,LC3-WIPI_HEK_dTMEM+dFIP200_NoTreat_10pos_2_AiryscanProcessing.czi,1.0,0.0,2.0,2.0,9.0,LC3-WIPI,dTMEM+dFIP200,NoTreat,2
16,16,23.0,0.0,23.0,1.0,0.0,1.0,2.0,LC3-WIPI_HEK_dTMEM+dFIP200_NoTreat_10pos_2_AiryscanProcessing.czi,1.0,0.0,2.0,2.0,9.0,LC3-WIPI,dTMEM+dFIP200,NoTreat,2
17,17,3.0,0.0,3.0,1.0,0.0,1.0,1.0,LC3-WIPI_HEK_dTMEM+dFIP200_NoTreat_10pos_2_AiryscanProcessing.czi,1.0,0.0,2.0,1.0,10.0,LC3-WIPI,dTMEM+dFIP200,NoTreat,2
18,18,7.0,0.0,7.0,1.0,0.0,1.0,2.0,LC3-WIPI_HEK_dTMEM+dFIP200_NoTreat_10pos_2_AiryscanProcessing.czi,1.0,0.0,2.0,1.0,10.0,LC3-WIPI,dTMEM+dFIP200,NoTreat,2
0,0,46.0,5.0,51.0,78.0,5.0,83.0,1.0,LC3-WIPI_HEK_dVPS_NoTreat_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,1.0,LC3-WIPI,dVPS,NoTreat,1
1,1,55.0,11.0,66.0,68.0,15.0,83.0,2.0,LC3-WIPI_HEK_dVPS_NoTreat_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,1.0,LC3-WIPI,dVPS,NoTreat,1
2,2,15.0,1.0,16.0,29.0,1.0,30.0,1.0,LC3-WIPI_HEK_dVPS_NoTreat_10Pos_1_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,2.0,LC3-WIPI,dVPS,NoTreat,1
3,3,7.0,3.0,10.0,40.0,3.0,43.0,2.0,LC3-WIPI_HEK_dVPS_NoTreat_10Pos_1_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,2.0,LC3-WIPI,dVPS,NoTreat,1
4,4,24.0,1.0,25.0,37.0,1.0,38.0,1.0,LC3-WIPI_HEK_dVPS_NoTreat_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,3.0,LC3-WIPI,dVPS,NoTreat,1
5,5,45.0,9.0,54.0,31.0,9.0,40.0,2.0,LC3-WIPI_HEK_dVPS_NoTreat_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,3.0,LC3-WIPI,dVPS,NoTreat,1
6,6,26.0,10.0,36.0,39.0,12.0,51.0,1.0,LC3-WIPI_HEK_dVPS_NoTreat_10Pos_1_AiryscanProcessing.czi,0.0,1.0,4.0,5.0,4.0,LC3-WIPI,dVPS,NoTreat,1
7,7,69.0,20.0,89.0,77.0,19.0,96.0,2.0,LC3-WIPI_HEK_dVPS_NoTreat_10Pos_1_AiryscanProcessing.czi,0.0,1.0,4.0,5.0,4.0,LC3-WIPI,dVPS,NoTreat,1
8,8,29.0,13.0,42.0,97.0,14.0,111.0,3.0,LC3-WIPI_HEK_dVPS_NoTreat_10Pos_1_AiryscanProcessing.czi,0.0,1.0,4.0,5.0,4.0,LC3-WIPI,dVPS,NoTreat,1
9,9,32.0,4.0,36.0,122.0,5.0,127.0,4.0,LC3-WIPI_HEK_dVPS_NoTreat_10Pos_1_AiryscanProcessing.czi,0.0,1.0,4.0,5.0,4.0,LC3-WIPI,dVPS,NoTreat,1
10,10,37.0,12.0,49.0,83.0,12.0,95.0,1.0,LC3-WIPI_HEK_dVPS_NoTreat_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,5.0,LC3-WIPI,dVPS,NoTreat,1
11,11,40.0,12.0,52.0,90.0,14.0,104.0,2.0,LC3-WIPI_HEK_dVPS_NoTreat_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,5.0,LC3-WIPI,dVPS,NoTreat,1
12,12,71.0,4.0,75.0,137.0,5.0,142.0,1.0,LC3-WIPI_HEK_dVPS_NoTreat_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,6.0,LC3-WIPI,dVPS,NoTreat,1
13,13,52.0,5.0,57.0,41.0,4.0,45.0,2.0,LC3-WIPI_HEK_dVPS_NoTreat_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,6.0,LC3-WIPI,dVPS,NoTreat,1
14,14,18.0,4.0,22.0,30.0,5.0,35.0,1.0,LC3-WIPI_HEK_dVPS_NoTreat_10Pos_1_AiryscanProcessing.czi,0.0,0.0,3.0,3.0,7.0,LC3-WIPI,dVPS,NoTreat,1
15,15,22.0,1.0,23.0,34.0,1.0,35.0,2.0,LC3-WIPI_HEK_dVPS_NoTreat_10Pos_1_AiryscanProcessing.czi,0.0,0.0,3.0,3.0,7.0,LC3-WIPI,dVPS,NoTreat,1
16,16,11.0,1.0,12.0,36.0,1.0,37.0,3.0,LC3-WIPI_HEK_dVPS_NoTreat_10Pos_1_AiryscanProcessing.czi,0.0,0.0,3.0,3.0,7.0,LC3-WIPI,dVPS,NoTreat,1
17,17,38.0,1.0,39.0,27.0,1.0,28.0,1.0,LC3-WIPI_HEK_dVPS_NoTreat_10Pos_1_AiryscanProcessing.czi,0.0,1.0,3.0,3.0,8.0,LC3-WIPI,dVPS,NoTreat,1
18,18,22.0,2.0,24.0,26.0,3.0,29.0,2.0,LC3-WIPI_HEK_dVPS_NoTreat_10Pos_1_AiryscanProcessing.czi,0.0,1.0,3.0,3.0,8.0,LC3-WIPI,dVPS,NoTreat,1
19,19,39.0,6.0,45.0,41.0,6.0,47.0,3.0,LC3-WIPI_HEK_dVPS_NoTreat_10Pos_1_AiryscanProcessing.czi,0.0,1.0,3.0,3.0,8.0,LC3-WIPI,dVPS,NoTreat,1
20,20,55.0,8.0,63.0,58.0,9.0,67.0,1.0,LC3-WIPI_HEK_dVPS_NoTreat_10Pos_1_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,9.0,LC3-WIPI,dVPS,NoTreat,1
21,21,26.0,3.0,29.0,30.0,3.0,33.0,2.0,LC3-WIPI_HEK_dVPS_NoTreat_10Pos_1_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,9.0,LC3-WIPI,dVPS,NoTreat,1
22,22,12.0,8.0,20.0,38.0,9.0,47.0,3.0,LC3-WIPI_HEK_dVPS_NoTreat_10Pos_1_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,9.0,LC3-WIPI,dVPS,NoTreat,1
23,23,24.0,3.0,27.0,24.0,3.0,27.0,4.0,LC3-WIPI_HEK_dVPS_NoTreat_10Pos_1_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,9.0,LC3-WIPI,dVPS,NoTreat,1
24,24,28.0,3.0,31.0,59.0,3.0,62.0,1.0,LC3-WIPI_HEK_dVPS_NoTreat_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,10.0,LC3-WIPI,dVPS,NoTreat,1
25,25,30.0,3.0,33.0,44.0,3.0,47.0,2.0,LC3-WIPI_HEK_dVPS_NoTreat_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,10.0,LC3-WIPI,dVPS,NoTreat,1
