filename,image,cell,488_only_foci,488_total_foci,561_only_foci,561_total_foci,im_n_cells,im_raw_cells,overlap_foci,stains,cell_line,strain,treatment,czi_id
LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,10,2,24,81,14,71,4,4,57,LC3-p62,HEK,dTMEM,No Torin,4
LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,10,3,34,88,18,72,4,4,54,LC3-p62,HEK,dTMEM,No Torin,4
LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,10,4,28,69,22,63,4,4,41,LC3-p62,HEK,dTMEM,No Torin,4
LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,1,1,70,200,50,180,2,2,130,LC3-p62,HEK,dTMEM,Torin,1
LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,1,2,30,101,25,96,2,2,71,LC3-p62,HEK,dTMEM,Torin,1
LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,2,1,3,30,66,93,4,7,27,LC3-p62,HEK,dTMEM,Torin,1
LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,2,2,83,202,115,234,4,7,119,LC3-p62,HEK,dTMEM,Torin,1
LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,2,3,9,67,70,128,4,7,58,LC3-p62,HEK,dTMEM,Torin,1
LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,2,4,41,95,46,100,4,7,54,LC3-p62,HEK,dTMEM,Torin,1
LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,3,1,5,100,58,153,2,2,95,LC3-p62,HEK,dTMEM,Torin,1
LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,3,2,19,106,79,166,2,2,87,LC3-p62,HEK,dTMEM,Torin,1
LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,4,1,35,98,30,93,4,4,63,LC3-p62,HEK,dTMEM,Torin,1
LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,4,2,9,32,43,66,4,4,23,LC3-p62,HEK,dTMEM,Torin,1
LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,4,3,41,44,6,9,4,4,3,LC3-p62,HEK,dTMEM,Torin,1
LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,4,4,91,99,7,15,4,4,8,LC3-p62,HEK,dTMEM,Torin,1
LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,5,1,48,177,132,261,1,2,129,LC3-p62,HEK,dTMEM,Torin,1
LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,6,1,8,79,47,118,2,2,71,LC3-p62,HEK,dTMEM,Torin,1
LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,6,2,17,100,50,133,2,2,83,LC3-p62,HEK,dTMEM,Torin,1
LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,7,1,29,77,24,72,1,1,48,LC3-p62,HEK,dTMEM,Torin,1
LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,8,1,63,146,50,133,4,4,83,LC3-p62,HEK,dTMEM,Torin,1
LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,8,2,36,121,64,149,4,4,85,LC3-p62,HEK,dTMEM,Torin,1
LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,8,3,47,119,65,137,4,4,72,LC3-p62,HEK,dTMEM,Torin,1
LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,8,4,70,115,26,71,4,4,45,LC3-p62,HEK,dTMEM,Torin,1
LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,9,1,60,126,29,95,1,1,66,LC3-p62,HEK,dTMEM,Torin,1
LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,10,1,44,91,30,77,2,2,47,LC3-p62,HEK,dTMEM,Torin,1
LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,10,2,36,78,17,59,2,2,42,LC3-p62,HEK,dTMEM,Torin,1
LC3-p62_HEK_dp62_Torin_10Pos_3_AiryscanProcessing.czi,1,1,0,0,106,106,2,2,0,LC3-p62,HEK,dp62,Torin,3
LC3-p62_HEK_dp62_Torin_10Pos_3_AiryscanProcessing.czi,1,2,0,0,68,68,2,2,0,LC3-p62,HEK,dp62,Torin,3
LC3-p62_HEK_dp62_Torin_10Pos_3_AiryscanProcessing.czi,2,1,0,0,35,35,2,2,0,LC3-p62,HEK,dp62,Torin,3
LC3-p62_HEK_dp62_Torin_10Pos_3_AiryscanProcessing.czi,2,2,0,0,38,38,2,2,0,LC3-p62,HEK,dp62,Torin,3
LC3-p62_HEK_dp62_Torin_10Pos_3_AiryscanProcessing.czi,3,1,0,0,112,112,2,2,0,LC3-p62,HEK,dp62,Torin,3
LC3-p62_HEK_dp62_Torin_10Pos_3_AiryscanProcessing.czi,3,2,0,0,86,86,2,2,0,LC3-p62,HEK,dp62,Torin,3
LC3-p62_HEK_dp62_Torin_10Pos_3_AiryscanProcessing.czi,4,1,0,0,51,51,2,2,0,LC3-p62,HEK,dp62,Torin,3
LC3-p62_HEK_dp62_Torin_10Pos_3_AiryscanProcessing.czi,4,2,0,0,57,57,2,2,0,LC3-p62,HEK,dp62,Torin,3
LC3-p62_HEK_dp62_Torin_10Pos_3_AiryscanProcessing.czi,5,1,0,0,138,138,2,2,0,LC3-p62,HEK,dp62,Torin,3
LC3-p62_HEK_dp62_Torin_10Pos_3_AiryscanProcessing.czi,5,2,0,0,63,63,2,2,0,LC3-p62,HEK,dp62,Torin,3
LC3-p62_HEK_dp62_Torin_10Pos_3_AiryscanProcessing.czi,6,1,0,0,59,59,2,2,0,LC3-p62,HEK,dp62,Torin,3
LC3-p62_HEK_dp62_Torin_10Pos_3_AiryscanProcessing.czi,6,2,0,0,79,79,2,2,0,LC3-p62,HEK,dp62,Torin,3
LC3-p62_HEK_dp62_Torin_10Pos_3_AiryscanProcessing.czi,7,1,0,0,67,67,2,3,0,LC3-p62,HEK,dp62,Torin,3
LC3-p62_HEK_dp62_Torin_10Pos_3_AiryscanProcessing.czi,7,2,0,0,41,41,2,3,0,LC3-p62,HEK,dp62,Torin,3
LC3-p62_HEK_dp62_Torin_10Pos_3_AiryscanProcessing.czi,8,1,0,0,66,66,1,3,0,LC3-p62,HEK,dp62,Torin,3
LC3-p62_HEK_dp62_Torin_10Pos_3_AiryscanProcessing.czi,9,1,0,0,242,242,1,1,0,LC3-p62,HEK,dp62,Torin,3
LC3-p62_HEK_dp62_Torin_10Pos_3_AiryscanProcessing.czi,10,1,0,0,39,39,2,2,0,LC3-p62,HEK,dp62,Torin,3
LC3-p62_HEK_dp62_Torin_10Pos_3_AiryscanProcessing.czi,10,2,0,0,64,64,2,2,0,LC3-p62,HEK,dp62,Torin,3
