Unnamed: 0,Unnamed: 0.1,488_only_foci,488_overlap_foci,488_total_foci,561_only_foci,561_overlap_foci,561_total_foci,cell,filename,flagged_oof,flagged_z,im_n_cells,im_raw_cells,image,stains,cell_line,treatment,czi_id
42,42,69.0,53.0,122.0,70.0,52.0,122.0,3.0,LC3-WIPI_HEK_dTMEM_Torin_40pos_AiryscanProcessing.czi,0.0,1.0,4.0,4.0,23.0,LC3-WIPI,dTMEM,Torin,40pos
43,43,26.0,37.0,63.0,32.0,34.0,66.0,4.0,LC3-WIPI_HEK_dTMEM_Torin_40pos_AiryscanProcessing.czi,0.0,1.0,4.0,4.0,23.0,LC3-WIPI,dTMEM,Torin,40pos
44,44,99.0,49.0,148.0,77.0,45.0,122.0,1.0,LC3-WIPI_HEK_dTMEM_Torin_40pos_AiryscanProcessing.czi,0.0,1.0,1.0,1.0,24.0,LC3-WIPI,dTMEM,Torin,40pos
45,45,29.0,93.0,122.0,28.0,96.0,124.0,1.0,LC3-WIPI_HEK_dTMEM_Torin_40pos_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,25.0,LC3-WIPI,dTMEM,Torin,40pos
46,46,32.0,48.0,80.0,10.0,51.0,61.0,2.0,LC3-WIPI_HEK_dTMEM_Torin_40pos_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,25.0,LC3-WIPI,dTMEM,Torin,40pos
47,47,66.0,84.0,150.0,43.0,84.0,127.0,1.0,LC3-WIPI_HEK_dTMEM_Torin_40pos_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,26.0,LC3-WIPI,dTMEM,Torin,40pos
48,48,49.0,72.0,121.0,41.0,72.0,113.0,2.0,LC3-WIPI_HEK_dTMEM_Torin_40pos_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,26.0,LC3-WIPI,dTMEM,Torin,40pos
49,49,14.0,84.0,98.0,25.0,82.0,107.0,1.0,LC3-WIPI_HEK_dTMEM_Torin_40pos_AiryscanProcessing.czi,0.0,1.0,8.0,9.0,27.0,LC3-WIPI,dTMEM,Torin,40pos
50,50,8.0,33.0,41.0,28.0,35.0,63.0,2.0,LC3-WIPI_HEK_dTMEM_Torin_40pos_AiryscanProcessing.czi,0.0,1.0,8.0,9.0,27.0,LC3-WIPI,dTMEM,Torin,40pos
51,51,28.0,147.0,175.0,41.0,145.0,186.0,3.0,LC3-WIPI_HEK_dTMEM_Torin_40pos_AiryscanProcessing.czi,0.0,1.0,8.0,9.0,27.0,LC3-WIPI,dTMEM,Torin,40pos
52,52,85.0,117.0,202.0,114.0,125.0,239.0,4.0,LC3-WIPI_HEK_dTMEM_Torin_40pos_AiryscanProcessing.czi,0.0,1.0,8.0,9.0,27.0,LC3-WIPI,dTMEM,Torin,40pos
53,53,14.0,42.0,56.0,26.0,42.0,68.0,5.0,LC3-WIPI_HEK_dTMEM_Torin_40pos_AiryscanProcessing.czi,0.0,1.0,8.0,9.0,27.0,LC3-WIPI,dTMEM,Torin,40pos
54,54,20.0,45.0,65.0,30.0,43.0,73.0,6.0,LC3-WIPI_HEK_dTMEM_Torin_40pos_AiryscanProcessing.czi,0.0,1.0,8.0,9.0,27.0,LC3-WIPI,dTMEM,Torin,40pos
55,55,36.0,105.0,141.0,112.0,107.0,219.0,7.0,LC3-WIPI_HEK_dTMEM_Torin_40pos_AiryscanProcessing.czi,0.0,1.0,8.0,9.0,27.0,LC3-WIPI,dTMEM,Torin,40pos
56,56,3.0,3.0,6.0,9.0,4.0,13.0,8.0,LC3-WIPI_HEK_dTMEM_Torin_40pos_AiryscanProcessing.czi,0.0,1.0,8.0,9.0,27.0,LC3-WIPI,dTMEM,Torin,40pos
57,57,42.0,82.0,124.0,22.0,80.0,102.0,1.0,LC3-WIPI_HEK_dTMEM_Torin_40pos_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,28.0,LC3-WIPI,dTMEM,Torin,40pos
58,58,29.0,67.0,96.0,26.0,66.0,92.0,2.0,LC3-WIPI_HEK_dTMEM_Torin_40pos_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,28.0,LC3-WIPI,dTMEM,Torin,40pos
59,59,67.0,46.0,113.0,52.0,50.0,102.0,1.0,LC3-WIPI_HEK_dTMEM_Torin_40pos_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,29.0,LC3-WIPI,dTMEM,Torin,40pos
60,60,88.0,63.0,151.0,41.0,64.0,105.0,2.0,LC3-WIPI_HEK_dTMEM_Torin_40pos_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,29.0,LC3-WIPI,dTMEM,Torin,40pos
61,61,80.0,36.0,116.0,48.0,34.0,82.0,1.0,LC3-WIPI_HEK_dTMEM_Torin_40pos_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,30.0,LC3-WIPI,dTMEM,Torin,40pos
62,62,47.0,90.0,137.0,64.0,89.0,153.0,2.0,LC3-WIPI_HEK_dTMEM_Torin_40pos_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,30.0,LC3-WIPI,dTMEM,Torin,40pos
63,63,21.0,38.0,59.0,27.0,39.0,66.0,1.0,LC3-WIPI_HEK_dTMEM_Torin_40pos_AiryscanProcessing.czi,0.0,1.0,3.0,3.0,31.0,LC3-WIPI,dTMEM,Torin,40pos
64,64,26.0,63.0,89.0,30.0,61.0,91.0,2.0,LC3-WIPI_HEK_dTMEM_Torin_40pos_AiryscanProcessing.czi,0.0,1.0,3.0,3.0,31.0,LC3-WIPI,dTMEM,Torin,40pos
65,65,26.0,23.0,49.0,26.0,22.0,48.0,3.0,LC3-WIPI_HEK_dTMEM_Torin_40pos_AiryscanProcessing.czi,0.0,1.0,3.0,3.0,31.0,LC3-WIPI,dTMEM,Torin,40pos
66,66,33.0,71.0,104.0,36.0,69.0,105.0,1.0,LC3-WIPI_HEK_dTMEM_Torin_40pos_AiryscanProcessing.czi,0.0,0.0,1.0,1.0,32.0,LC3-WIPI,dTMEM,Torin,40pos
67,67,49.0,65.0,114.0,73.0,65.0,138.0,1.0,LC3-WIPI_HEK_dTMEM_Torin_40pos_AiryscanProcessing.czi,0.0,1.0,2.0,3.0,33.0,LC3-WIPI,dTMEM,Torin,40pos
68,68,42.0,67.0,109.0,66.0,64.0,130.0,2.0,LC3-WIPI_HEK_dTMEM_Torin_40pos_AiryscanProcessing.czi,0.0,1.0,2.0,3.0,33.0,LC3-WIPI,dTMEM,Torin,40pos
69,69,21.0,96.0,117.0,15.0,99.0,114.0,1.0,LC3-WIPI_HEK_dTMEM_Torin_40pos_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,34.0,LC3-WIPI,dTMEM,Torin,40pos
70,70,14.0,72.0,86.0,12.0,76.0,88.0,2.0,LC3-WIPI_HEK_dTMEM_Torin_40pos_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,34.0,LC3-WIPI,dTMEM,Torin,40pos
71,71,15.0,46.0,61.0,34.0,47.0,81.0,1.0,LC3-WIPI_HEK_dTMEM_Torin_40pos_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,35.0,LC3-WIPI,dTMEM,Torin,40pos
72,72,22.0,23.0,45.0,38.0,24.0,62.0,2.0,LC3-WIPI_HEK_dTMEM_Torin_40pos_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,35.0,LC3-WIPI,dTMEM,Torin,40pos
73,73,55.0,115.0,170.0,35.0,119.0,154.0,1.0,LC3-WIPI_HEK_dTMEM_Torin_40pos_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,36.0,LC3-WIPI,dTMEM,Torin,40pos
74,74,62.0,151.0,213.0,50.0,148.0,198.0,2.0,LC3-WIPI_HEK_dTMEM_Torin_40pos_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,36.0,LC3-WIPI,dTMEM,Torin,40pos
75,75,79.0,112.0,191.0,76.0,109.0,185.0,1.0,LC3-WIPI_HEK_dTMEM_Torin_40pos_AiryscanProcessing.czi,0.0,1.0,1.0,1.0,37.0,LC3-WIPI,dTMEM,Torin,40pos
76,76,121.0,128.0,249.0,43.0,127.0,170.0,1.0,LC3-WIPI_HEK_dTMEM_Torin_40pos_AiryscanProcessing.czi,0.0,1.0,1.0,1.0,38.0,LC3-WIPI,dTMEM,Torin,40pos
77,77,8.0,21.0,29.0,24.0,20.0,44.0,1.0,LC3-WIPI_HEK_dTMEM_Torin_40pos_AiryscanProcessing.czi,0.0,0.0,3.0,3.0,39.0,LC3-WIPI,dTMEM,Torin,40pos
78,78,13.0,26.0,39.0,17.0,27.0,44.0,2.0,LC3-WIPI_HEK_dTMEM_Torin_40pos_AiryscanProcessing.czi,0.0,0.0,3.0,3.0,39.0,LC3-WIPI,dTMEM,Torin,40pos
79,79,23.0,54.0,77.0,44.0,53.0,97.0,3.0,LC3-WIPI_HEK_dTMEM_Torin_40pos_AiryscanProcessing.czi,0.0,0.0,3.0,3.0,39.0,LC3-WIPI,dTMEM,Torin,40pos
80,80,42.0,96.0,138.0,50.0,94.0,144.0,1.0,LC3-WIPI_HEK_dTMEM_Torin_40pos_AiryscanProcessing.czi,0.0,0.0,2.0,3.0,40.0,LC3-WIPI,dTMEM,Torin,40pos
81,81,44.0,53.0,97.0,25.0,50.0,75.0,2.0,LC3-WIPI_HEK_dTMEM_Torin_40pos_AiryscanProcessing.czi,0.0,0.0,2.0,3.0,40.0,LC3-WIPI,dTMEM,Torin,40pos
0,0,3.0,0.0,3.0,5.0,0.0,5.0,1.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,1.0,0.0,3.0,3.0,1.0,LC3-WIPI,dFIP200,NoTreat,40pos
1,1,3.0,0.0,3.0,4.0,0.0,4.0,2.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,1.0,0.0,3.0,3.0,1.0,LC3-WIPI,dFIP200,NoTreat,40pos
2,2,1.0,0.0,1.0,5.0,0.0,5.0,3.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,1.0,0.0,3.0,3.0,1.0,LC3-WIPI,dFIP200,NoTreat,40pos
3,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,2.0,2.0,2.0,LC3-WIPI,dFIP200,NoTreat,40pos
4,4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,2.0,2.0,2.0,LC3-WIPI,dFIP200,NoTreat,40pos
5,5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,4.0,4.0,3.0,LC3-WIPI,dFIP200,NoTreat,40pos
6,6,1.0,0.0,1.0,0.0,0.0,0.0,2.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,4.0,4.0,3.0,LC3-WIPI,dFIP200,NoTreat,40pos
7,7,0.0,0.0,0.0,3.0,0.0,3.0,3.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,4.0,4.0,3.0,LC3-WIPI,dFIP200,NoTreat,40pos
8,8,1.0,0.0,1.0,7.0,0.0,7.0,4.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,4.0,4.0,3.0,LC3-WIPI,dFIP200,NoTreat,40pos
9,9,1.0,0.0,1.0,3.0,0.0,3.0,1.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,3.0,4.0,4.0,LC3-WIPI,dFIP200,NoTreat,40pos
10,10,2.0,0.0,2.0,2.0,0.0,2.0,2.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,3.0,4.0,4.0,LC3-WIPI,dFIP200,NoTreat,40pos
11,11,1.0,0.0,1.0,12.0,0.0,12.0,3.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,3.0,4.0,4.0,LC3-WIPI,dFIP200,NoTreat,40pos
12,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,3.0,3.0,5.0,LC3-WIPI,dFIP200,NoTreat,40pos
13,13,0.0,0.0,0.0,1.0,0.0,1.0,2.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,3.0,3.0,5.0,LC3-WIPI,dFIP200,NoTreat,40pos
14,14,0.0,0.0,0.0,0.0,0.0,0.0,3.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,3.0,3.0,5.0,LC3-WIPI,dFIP200,NoTreat,40pos
15,15,0.0,0.0,0.0,1.0,0.0,1.0,1.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,2.0,2.0,6.0,LC3-WIPI,dFIP200,NoTreat,40pos
16,16,0.0,0.0,0.0,1.0,0.0,1.0,2.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,2.0,2.0,6.0,LC3-WIPI,dFIP200,NoTreat,40pos
17,17,0.0,0.0,0.0,9.0,0.0,9.0,1.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,2.0,2.0,7.0,LC3-WIPI,dFIP200,NoTreat,40pos
18,18,4.0,0.0,4.0,8.0,0.0,8.0,2.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,2.0,2.0,7.0,LC3-WIPI,dFIP200,NoTreat,40pos
19,19,1.0,0.0,1.0,3.0,0.0,3.0,1.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,4.0,4.0,8.0,LC3-WIPI,dFIP200,NoTreat,40pos
20,20,1.0,0.0,1.0,2.0,0.0,2.0,2.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,4.0,4.0,8.0,LC3-WIPI,dFIP200,NoTreat,40pos
21,21,1.0,0.0,1.0,2.0,0.0,2.0,3.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,4.0,4.0,8.0,LC3-WIPI,dFIP200,NoTreat,40pos
22,22,1.0,0.0,1.0,2.0,0.0,2.0,4.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,4.0,4.0,8.0,LC3-WIPI,dFIP200,NoTreat,40pos
23,23,0.0,0.0,0.0,2.0,0.0,2.0,1.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,3.0,5.0,9.0,LC3-WIPI,dFIP200,NoTreat,40pos
24,24,4.0,0.0,4.0,9.0,0.0,9.0,2.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,3.0,5.0,9.0,LC3-WIPI,dFIP200,NoTreat,40pos
25,25,3.0,0.0,3.0,4.0,0.0,4.0,3.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,3.0,5.0,9.0,LC3-WIPI,dFIP200,NoTreat,40pos
26,26,9.0,0.0,9.0,35.0,0.0,35.0,1.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,1.0,1.0,10.0,LC3-WIPI,dFIP200,NoTreat,40pos
27,27,2.0,0.0,2.0,3.0,0.0,3.0,1.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,3.0,4.0,11.0,LC3-WIPI,dFIP200,NoTreat,40pos
28,28,3.0,0.0,3.0,6.0,0.0,6.0,2.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,3.0,4.0,11.0,LC3-WIPI,dFIP200,NoTreat,40pos
29,29,1.0,0.0,1.0,1.0,0.0,1.0,3.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,3.0,4.0,11.0,LC3-WIPI,dFIP200,NoTreat,40pos
30,30,3.0,1.0,4.0,9.0,1.0,10.0,1.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,1.0,3.0,3.0,12.0,LC3-WIPI,dFIP200,NoTreat,40pos
31,31,0.0,0.0,0.0,7.0,0.0,7.0,2.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,1.0,3.0,3.0,12.0,LC3-WIPI,dFIP200,NoTreat,40pos
32,32,2.0,0.0,2.0,12.0,1.0,13.0,3.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,1.0,3.0,3.0,12.0,LC3-WIPI,dFIP200,NoTreat,40pos
33,33,4.0,0.0,4.0,5.0,0.0,5.0,1.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,1.0,1.0,1.0,13.0,LC3-WIPI,dFIP200,NoTreat,40pos
34,34,2.0,0.0,2.0,3.0,0.0,3.0,1.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,2.0,2.0,14.0,LC3-WIPI,dFIP200,NoTreat,40pos
35,35,0.0,0.0,0.0,1.0,0.0,1.0,2.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,2.0,2.0,14.0,LC3-WIPI,dFIP200,NoTreat,40pos
36,36,3.0,0.0,3.0,8.0,0.0,8.0,1.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,1.0,2.0,2.0,15.0,LC3-WIPI,dFIP200,NoTreat,40pos
37,37,2.0,0.0,2.0,5.0,0.0,5.0,2.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,1.0,2.0,2.0,15.0,LC3-WIPI,dFIP200,NoTreat,40pos
38,38,0.0,0.0,0.0,0.0,0.0,0.0,1.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,1.0,1.0,17.0,LC3-WIPI,dFIP200,NoTreat,40pos
39,39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,2.0,2.0,18.0,LC3-WIPI,dFIP200,NoTreat,40pos
40,40,0.0,0.0,0.0,0.0,0.0,0.0,2.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,2.0,2.0,18.0,LC3-WIPI,dFIP200,NoTreat,40pos
41,41,0.0,0.0,0.0,2.0,0.0,2.0,1.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,1.0,1.0,19.0,LC3-WIPI,dFIP200,NoTreat,40pos
42,42,0.0,0.0,0.0,4.0,0.0,4.0,1.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,1.0,1.0,1.0,20.0,LC3-WIPI,dFIP200,NoTreat,40pos
43,43,2.0,0.0,2.0,4.0,0.0,4.0,1.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,1.0,2.0,2.0,22.0,LC3-WIPI,dFIP200,NoTreat,40pos
44,44,2.0,0.0,2.0,0.0,0.0,0.0,2.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,1.0,2.0,2.0,22.0,LC3-WIPI,dFIP200,NoTreat,40pos
45,45,3.0,0.0,3.0,143.0,0.0,143.0,1.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,1.0,1.0,2.0,23.0,LC3-WIPI,dFIP200,NoTreat,40pos
46,46,2.0,0.0,2.0,2.0,0.0,2.0,1.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,1.0,1.0,25.0,LC3-WIPI,dFIP200,NoTreat,40pos
47,47,0.0,0.0,0.0,0.0,0.0,0.0,1.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,1.0,1.0,26.0,LC3-WIPI,dFIP200,NoTreat,40pos
48,48,0.0,0.0,0.0,0.0,0.0,0.0,1.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,1.0,1.0,1.0,27.0,LC3-WIPI,dFIP200,NoTreat,40pos
49,49,4.0,0.0,4.0,7.0,0.0,7.0,1.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,1.0,1.0,28.0,LC3-WIPI,dFIP200,NoTreat,40pos
50,50,0.0,0.0,0.0,4.0,0.0,4.0,1.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,1.0,1.0,29.0,LC3-WIPI,dFIP200,NoTreat,40pos
51,51,2.0,0.0,2.0,0.0,0.0,0.0,1.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,1.0,1.0,33.0,LC3-WIPI,dFIP200,NoTreat,40pos
52,52,0.0,0.0,0.0,0.0,0.0,0.0,1.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,2.0,2.0,34.0,LC3-WIPI,dFIP200,NoTreat,40pos
53,53,1.0,0.0,1.0,1.0,0.0,1.0,2.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,2.0,2.0,34.0,LC3-WIPI,dFIP200,NoTreat,40pos
54,54,1.0,0.0,1.0,3.0,0.0,3.0,1.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,2.0,2.0,35.0,LC3-WIPI,dFIP200,NoTreat,40pos
55,55,2.0,0.0,2.0,0.0,0.0,0.0,2.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,2.0,2.0,35.0,LC3-WIPI,dFIP200,NoTreat,40pos
56,56,24.0,0.0,24.0,89.0,0.0,89.0,1.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,1.0,2.0,36.0,LC3-WIPI,dFIP200,NoTreat,40pos
57,57,5.0,0.0,5.0,4.0,0.0,4.0,1.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,2.0,2.0,37.0,LC3-WIPI,dFIP200,NoTreat,40pos
58,58,1.0,0.0,1.0,1.0,0.0,1.0,2.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,2.0,2.0,37.0,LC3-WIPI,dFIP200,NoTreat,40pos
59,59,7.0,0.0,7.0,0.0,0.0,0.0,1.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,1.0,1.0,38.0,LC3-WIPI,dFIP200,NoTreat,40pos
60,60,8.0,0.0,8.0,6.0,0.0,6.0,1.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,4.0,4.0,39.0,LC3-WIPI,dFIP200,NoTreat,40pos
61,61,6.0,0.0,6.0,10.0,0.0,10.0,2.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,4.0,4.0,39.0,LC3-WIPI,dFIP200,NoTreat,40pos
62,62,6.0,0.0,6.0,8.0,0.0,8.0,3.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,4.0,4.0,39.0,LC3-WIPI,dFIP200,NoTreat,40pos
63,63,10.0,0.0,10.0,5.0,0.0,5.0,4.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,4.0,4.0,39.0,LC3-WIPI,dFIP200,NoTreat,40pos
64,64,7.0,0.0,7.0,8.0,0.0,8.0,1.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,2.0,2.0,40.0,LC3-WIPI,dFIP200,NoTreat,40pos
65,65,2.0,0.0,2.0,14.0,0.0,14.0,2.0,LC3-WIPI_HEK_dFIP200_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,2.0,2.0,40.0,LC3-WIPI,dFIP200,NoTreat,40pos
0,0,4.0,2.0,6.0,14.0,2.0,16.0,1.0,LC3-WIPI_HEK_dP62_NoTreat_40pos_Airyscan Processing.czi,0.0,1.0,2.0,3.0,1.0,LC3-WIPI,dP62,NoTreat,40pos
1,1,4.0,0.0,4.0,10.0,0.0,10.0,2.0,LC3-WIPI_HEK_dP62_NoTreat_40pos_Airyscan Processing.czi,0.0,1.0,2.0,3.0,1.0,LC3-WIPI,dP62,NoTreat,40pos
2,2,4.0,3.0,7.0,23.0,3.0,26.0,1.0,LC3-WIPI_HEK_dP62_NoTreat_40pos_Airyscan Processing.czi,0.0,1.0,2.0,2.0,2.0,LC3-WIPI,dP62,NoTreat,40pos
3,3,2.0,2.0,4.0,7.0,2.0,9.0,2.0,LC3-WIPI_HEK_dP62_NoTreat_40pos_Airyscan Processing.czi,0.0,1.0,2.0,2.0,2.0,LC3-WIPI,dP62,NoTreat,40pos
4,4,1.0,0.0,1.0,12.0,0.0,12.0,1.0,LC3-WIPI_HEK_dP62_NoTreat_40pos_Airyscan Processing.czi,1.0,1.0,1.0,1.0,3.0,LC3-WIPI,dP62,NoTreat,40pos
5,5,3.0,0.0,3.0,24.0,0.0,24.0,1.0,LC3-WIPI_HEK_dP62_NoTreat_40pos_Airyscan Processing.czi,0.0,1.0,2.0,2.0,4.0,LC3-WIPI,dP62,NoTreat,40pos
6,6,0.0,0.0,0.0,16.0,0.0,16.0,2.0,LC3-WIPI_HEK_dP62_NoTreat_40pos_Airyscan Processing.czi,0.0,1.0,2.0,2.0,4.0,LC3-WIPI,dP62,NoTreat,40pos
7,7,3.0,1.0,4.0,19.0,1.0,20.0,1.0,LC3-WIPI_HEK_dP62_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,2.0,2.0,5.0,LC3-WIPI,dP62,NoTreat,40pos
8,8,2.0,0.0,2.0,16.0,0.0,16.0,2.0,LC3-WIPI_HEK_dP62_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,2.0,2.0,5.0,LC3-WIPI,dP62,NoTreat,40pos
9,9,3.0,3.0,6.0,16.0,3.0,19.0,1.0,LC3-WIPI_HEK_dP62_NoTreat_40pos_Airyscan Processing.czi,0.0,1.0,2.0,2.0,6.0,LC3-WIPI,dP62,NoTreat,40pos
10,10,1.0,3.0,4.0,20.0,3.0,23.0,2.0,LC3-WIPI_HEK_dP62_NoTreat_40pos_Airyscan Processing.czi,0.0,1.0,2.0,2.0,6.0,LC3-WIPI,dP62,NoTreat,40pos
11,11,1.0,1.0,2.0,18.0,1.0,19.0,1.0,LC3-WIPI_HEK_dP62_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,1.0,1.0,7.0,LC3-WIPI,dP62,NoTreat,40pos
12,12,7.0,1.0,8.0,13.0,1.0,14.0,1.0,LC3-WIPI_HEK_dP62_NoTreat_40pos_Airyscan Processing.czi,0.0,0.0,2.0,2.0,8.0,LC3-WIPI,dP62,NoTreat,40pos
